Name,minLevel,maxLevel,Times,LocationTypes,Biome,AntiBiome,Rarity
Applin,10,25,ANY,Curry,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands",NONE,50.0
Applin,10,25,DAY,Tree Top,pixelmon:ultra_forest,NONE,100.0
Applin,10,25,DAY,"Tree Top, Headbutt, Sweet Scent","minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands",NONE,50.0
Applin,10,25,DAY,Grass,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands",NONE,50.0
Applin,10,30,"DAWN, DAY",Sweet Scent,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods",NONE,50.0
Applin,10,30,"DAWN, DAY",Headbutt,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods, pixelmon:ultra_forest",NONE,40.0
Applin status:Sleep,10,30,"DUSK, NIGHT",Headbutt,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods, pixelmon:ultra_forest",NONE,40.0
Araquanid,22,40,ANY,Seafloor,"minecraft:river, terralith:warm_river, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis, biomeswevegone:crag_gardens",NONE,8.0
Araquanid,22,30,ANY,Good Rod,"minecraft:river, terralith:warm_river, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis, byg:crag_gardens, pixelmon:ultra_jungle",NONE,7.0
Araquanid,22,40,ANY,Seafloor,pixelmon:ultra_jungle,NONE,25.0
Araquanid,35,47,ANY,Super Rod,"minecraft:river, terralith:warm_river, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis, byg:crag_gardens, pixelmon:ultra_jungle",NONE,9.0
Arbok,22,50,ANY,Land,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa",NONE,8.0
Arbok,22,50,ANY,Grass,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa",NONE,8.0
Arbok,22,50,ANY,Land,pixelmon:ultra_jungle,NONE,50.0
Arbok,18,27,ANY,Headbutt,"minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes, minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa, pixelmon:ultra_jungle",NONE,5.0
Arbok palette:dark,22,50,ANY,Grass,"biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa",NONE,8.0
Arbok palette:dark,22,50,NIGHT,Land,pixelmon:ultra_jungle,NONE,25.0
Arbok palette:dark,22,50,ANY,Land,"biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa, minecraft:crimson_forest, minecraft:warped_forest, biomesoplenty:undergrowth, incendium:inverted_forest, incendium:withered_forest",NONE,8.0
Arbok palette:dark,18,27,ANY,Headbutt,"biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa, pixelmon:ultra_jungle",NONE,5.0
Arbok palette:main_circular,18,27,ANY,Headbutt,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes, pixelmon:ultra_jungle",NONE,5.0
Arbok palette:main_circular,22,50,MORNING,Land,pixelmon:ultra_jungle,NONE,25.0
Arbok palette:main_circular,22,50,ANY,Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,8.0
Arbok palette:main_circular,22,50,ANY,Grass,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,8.0
Arbok palette:secondary_circular,22,50,ANY,Grass,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp",NONE,8.0
Arbok palette:secondary_circular,22,50,AFTERNOON,Land,pixelmon:ultra_jungle,NONE,25.0
Arbok palette:secondary_circular,18,27,ANY,Headbutt,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, pixelmon:ultra_jungle",NONE,5.0
Arbok palette:secondary_circular,22,50,ANY,Land,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp",NONE,8.0
Arboliva,35,45,"DAWN, MORNING",Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes, minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, biomesoplenty:mediterranean_forest",NONE,5.0
Arcanine,25,50,AFTERNOON,Grass,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,0.5
Arcanine,25,50,AFTERNOON,Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes, biomesoplenty:volcanic_plains, biomesoplenty:volcano, terralith:ashen_savanna, terralith:basalt_cliffs, terralith:volcanic_crater, terralith:volcanic_peaks",NONE,0.5
Arcanine form:hisuian,25,50,AFTERNOON,Land,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs, biomesoplenty:volcanic_plains, biomesoplenty:volcano, terralith:ashen_savanna, terralith:basalt_cliffs, terralith:volcanic_crater, terralith:volcanic_peaks",NONE,0.01
Arcanine form:hisuian,25,50,DAY,Land,pixelmon:ultra_crater,NONE,5.0
Arcanine form:hisuian,25,50,AFTERNOON,Grass,"minecraft:savanna_plateau, minecraft:windswept_savanna",NONE,0.01
Arcanine palette:ashen,25,50,AFTERNOON,Land,pixelmon:ultra_crater,NONE,0.5
Archen,2,35,DAY,Tree Top,pixelmon:ultra_jungle,NONE,50.0
Archeops,40,55,DAY,Tree Top,pixelmon:ultra_jungle,NONE,5.0
Arctibax,35,53,ANY,Underground,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,5.0
Arctibax,35,53,NIGHT,Land,"minecraft:snowy_taiga, biomesoplenty:auroral_garden, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_forest, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, terralith:alpha_islands_winter, terralith:alpine_grove, terralith:siberian_grove, terralith:skylands_winter, terralith:snowy_cherry_grove, terralith:snowy_maple_forest, terralith:snowy_shield, terralith:wintry_forest, minecraft:frozen_peaks, terralith:emerald_peaks, terralith:glacial_chasm",NONE,5.0
Arctovish,40,55,DAY,Water,pixelmon:ultra_deep_sea,NONE,25.0
Arctozolt,40,55,NIGHT,Land,pixelmon:ultra_plant,NONE,25.0
Ariados,26,34,"DUSK, NIGHT",Headbutt,"minecraft:forest, minecraft:flower_forest, minecraft:birch_forest, minecraft:old_growth_birch_forest, minecraft:dark_forest, minecraft:grove, minecraft:taiga, minecraft:old_growth_pine_taiga, minecraft:old_growth_spruce_taiga, biomesoplenty:coniferous_forest, biomesoplenty:forested_field, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:redwood_forest, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:aspen_boreal, biomeswevegone:black_forest, biomeswevegone:cika_woods, biomeswevegone:coniferous_forest, biomeswevegone:dacite_ridges, biomeswevegone:ebony_woods, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:redwood_thicket, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:birch_taiga, terralith:cloud_forest, terralith:lush_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:shield, terralith:shield_clearing, terralith:siberian_taiga, terralith:skylands_autumn, terralith:skylands_spring, terralith:temperate_highlands, terralith:yellowstone, terralith:yosemite_lowlands, minecraft:sunflower_plains, minecraft:flower_forest, minecraft:cherry_grove, biomesoplenty:lavender_field, biomesoplenty:origin_valley, biomeswevegone:allium_shrubland, biomeswevegone:amaranth_grassland, biomeswevegone:rose_fields, biomeswevegone:sakura_grove, terralith:lavender_valley, terralith:blooming_plateau, terralith:blooming_valley, terralith:sakura_grove, terralith:sakura_valley, terralith:skylands_spring, biox:flower_plains, biox:highlands, biox:honeyed_caves, biox:sunflower_hills, mysticsbiomes:strawberry_fields, mysticsbiomes:lavender_meadow, mysticsbiomes:bamboo_blossom_forest, biomesoplenty:bog, biomesoplenty:dead_forest, biomesoplenty:old_growth_dead_forest, biomesoplenty:ominous_woods, biomesoplenty:wasteland, biomesoplenty:wasteland_steppe, biomeswevegone:pale_bog, biomeswevegone:weeping_witch_forest, terralith:rocky_shrubland, terralith:warped_mesa, byg:crag_gardens",NONE,40.0
